,class,kindom,phylum,class,order,family,genus,species
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Marinobacter|s_Marinobacter_similis,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Marinobacter,s_Marinobacter_similis
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Marinobacter|s_Marinobacter_hydrocarbonoclasticus,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Marinobacter,s_Marinobacter_hydrocarbonoclasticus
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Marinobacter|s_Marinobacter_sp._BSs20148,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Marinobacter,s_Marinobacter_sp._BSs20148
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Marinobacter|s_Marinobacter_sp._LQ44,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Marinobacter,s_Marinobacter_sp._LQ44
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Marinobacter|s_Marinobacter_sp._NP-4(2019),species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Marinobacter,s_Marinobacter_sp._NP-4(2019)
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Marinobacter|s_Marinobacter_sp._JH2,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Marinobacter,s_Marinobacter_sp._JH2
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Marinobacter|s_Marinobacter_sp._Arc7-DN-1,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Marinobacter,s_Marinobacter_sp._Arc7-DN-1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Marinobacter|s_Marinobacter_sp._CP1,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Marinobacter,s_Marinobacter_sp._CP1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Marinobacter|s_Marinobacter_sp._LV10R510-11A,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Marinobacter,s_Marinobacter_sp._LV10R510-11A
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Marinobacter|s_Marinobacter_sp._es.042,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Alteromonadaceae,g_Marinobacter,s_Marinobacter_sp._es.042
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales,order,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,,,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Endozoicomonadaceae,family,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Endozoicomonadaceae,,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Endozoicomonadaceae|g_Endozoicomonas,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Endozoicomonadaceae,g_Endozoicomonas,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Endozoicomonadaceae|g_Endozoicomonas|s_Endozoicomonas_montiporae,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Endozoicomonadaceae,g_Endozoicomonas,s_Endozoicomonas_montiporae
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oleiphilaceae,family,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oleiphilaceae,,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oleiphilaceae|g_Oleiphilus,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oleiphilaceae,g_Oleiphilus,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oleiphilaceae|g_Oleiphilus|s_Oleiphilus_messinensis,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oleiphilaceae,g_Oleiphilus,s_Oleiphilus_messinensis
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Saccharospirillaceae,family,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Saccharospirillaceae,,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Saccharospirillaceae|g_Reinekea,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Saccharospirillaceae,g_Reinekea,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Saccharospirillaceae|g_Reinekea|s_Reinekea_forsetii,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Saccharospirillaceae,g_Reinekea,s_Reinekea_forsetii
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Saccharospirillaceae|g_Saccharospirillum,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Saccharospirillaceae,g_Saccharospirillum,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Saccharospirillaceae|g_Saccharospirillum|s_Saccharospirillum_mangrovi,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Saccharospirillaceae,g_Saccharospirillum,s_Saccharospirillum_mangrovi
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Saccharospirillaceae|g_Gynuella,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Saccharospirillaceae,g_Gynuella,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Saccharospirillaceae|g_Gynuella|s_Gynuella_sunshinyii,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Saccharospirillaceae,g_Gynuella,s_Gynuella_sunshinyii
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Kangiellaceae,family,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Kangiellaceae,,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Kangiellaceae|g_Kangiella,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Kangiellaceae,g_Kangiella,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Kangiellaceae|g_Kangiella|s_Kangiella_profundi,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Kangiellaceae,g_Kangiella,s_Kangiella_profundi
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Kangiellaceae|g_Kangiella|s_Kangiella_geojedonensis,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Kangiellaceae,g_Kangiella,s_Kangiella_geojedonensis
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Kangiellaceae|g_Kangiella|s_Kangiella_sediminilitoris,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Kangiellaceae,g_Kangiella,s_Kangiella_sediminilitoris
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Kangiellaceae|g_Kangiella|s_Kangiella_koreensis,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Kangiellaceae,g_Kangiella,s_Kangiella_koreensis
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Litoricolaceae,family,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Litoricolaceae,,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Litoricolaceae|g_Litoricola,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Litoricolaceae,g_Litoricola,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Litoricolaceae|g_Litoricola|s_Litoricola_lipolytica,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Litoricolaceae,g_Litoricola,s_Litoricola_lipolytica
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Hahellaceae,family,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Hahellaceae,,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Hahellaceae|g_Spartinivicinus,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Hahellaceae,g_Spartinivicinus,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Hahellaceae|g_Spartinivicinus|s_Spartinivicinus_ruber,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Hahellaceae,g_Spartinivicinus,s_Spartinivicinus_ruber
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Hahellaceae|g_Hahella,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Hahellaceae,g_Hahella,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Hahellaceae|g_Hahella|s_Hahella_sp._KA22,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Hahellaceae,g_Hahella,s_Hahella_sp._KA22
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Hahellaceae|g_Hahella|s_Hahella_chejuensis,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Hahellaceae,g_Hahella,s_Hahella_chejuensis
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Alcanivoracaceae,family,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Alcanivoracaceae,,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Alcanivoracaceae|g_Ketobacter,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Alcanivoracaceae,g_Ketobacter,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Alcanivoracaceae|g_Ketobacter|s_Ketobacter_alkanivorans,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Alcanivoracaceae,g_Ketobacter,s_Ketobacter_alkanivorans
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Alcanivoracaceae|g_Alcanivorax,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Alcanivoracaceae,g_Alcanivorax,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Alcanivoracaceae|g_Alcanivorax|s_Alcanivorax_borkumensis,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Alcanivoracaceae,g_Alcanivorax,s_Alcanivorax_borkumensis
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Alcanivoracaceae|g_Alcanivorax|s_Alcanivorax_sp._NBRC_101098,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Alcanivoracaceae,g_Alcanivorax,s_Alcanivorax_sp._NBRC_101098
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Alcanivoracaceae|g_Alcanivorax|s_Alcanivorax_xenomutans,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Alcanivoracaceae,g_Alcanivorax,s_Alcanivorax_xenomutans
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Alcanivoracaceae|g_Alcanivorax|s_Alcanivorax_dieselolei,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Alcanivoracaceae,g_Alcanivorax,s_Alcanivorax_dieselolei
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Alcanivoracaceae|g_Alcanivorax|s_Alcanivorax_pacificus,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Alcanivoracaceae,g_Alcanivorax,s_Alcanivorax_pacificus
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Alcanivoracaceae|g_Alcanivorax|s_Alcanivorax_sp._N3-2A,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Alcanivoracaceae,g_Alcanivorax,s_Alcanivorax_sp._N3-2A
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae,family,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae|g_Bermanella,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,g_Bermanella,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae|g_Bermanella|s_Bermanella_marisrubri,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,g_Bermanella,s_Bermanella_marisrubri
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae|g_Oleispira,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,g_Oleispira,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae|g_Oleispira|s_Oleispira_antarctica,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,g_Oleispira,s_Oleispira_antarctica
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae|g_Neptunomonas,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,g_Neptunomonas,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae|g_Neptunomonas|s_Neptunomonas_phycophila,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,g_Neptunomonas,s_Neptunomonas_phycophila
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae|g_Neptunomonas|s_Neptunomonas_concharum,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,g_Neptunomonas,s_Neptunomonas_concharum
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae|g_Nitrincola,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,g_Nitrincola,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae|g_Nitrincola|s_Nitrincola_sp._KXZD1103,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,g_Nitrincola,s_Nitrincola_sp._KXZD1103
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae|g_Bacterioplanes,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,g_Bacterioplanes,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae|g_Bacterioplanes|s_Bacterioplanes_sanyensis,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,g_Bacterioplanes,s_Bacterioplanes_sanyensis
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae|g_Thalassolituus,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,g_Thalassolituus,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae|g_Thalassolituus|s_Thalassolituus_oleivorans,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,g_Thalassolituus,s_Thalassolituus_oleivorans
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae|g_Marinobacterium,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,g_Marinobacterium,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae|g_Marinobacterium|s_Marinobacterium_sp._LSUCC0821,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,g_Marinobacterium,s_Marinobacterium_sp._LSUCC0821
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae|g_Marinobacterium|s_Marinobacterium_aestuarii,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,g_Marinobacterium,s_Marinobacterium_aestuarii
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae|g_Marinomonas,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,g_Marinomonas,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae|g_Marinomonas|s_Marinomonas_posidonica,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,g_Marinomonas,s_Marinomonas_posidonica
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae|g_Marinomonas|s_Marinomonas_primoryensis,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,g_Marinomonas,s_Marinomonas_primoryensis
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae|g_Marinomonas|s_Marinomonas_mediterranea,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,g_Marinomonas,s_Marinomonas_mediterranea
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae|g_Marinomonas|s_Marinomonas_sp._MWYL1,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,g_Marinomonas,s_Marinomonas_sp._MWYL1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae|g_Marinomonas|s_Marinomonas_sp._FW-1,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,g_Marinomonas,s_Marinomonas_sp._FW-1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae|g_Marinomonas|s_Marinomonas_sp._SM1966,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,g_Marinomonas,s_Marinomonas_sp._SM1966
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Oceanospirillaceae|g_Marinomonas|s_Marinomonas_arctica,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Oceanospirillaceae,g_Marinomonas,s_Marinomonas_arctica
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Halomonadaceae,family,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Halomonadaceae,,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Halomonadaceae|g_Halotalea,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Halomonadaceae,g_Halotalea,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Halomonadaceae|g_Halotalea|s_Halotalea_alkalilenta,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Halomonadaceae,g_Halotalea,s_Halotalea_alkalilenta
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Halomonadaceae|g_Chromohalobacter,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Halomonadaceae,g_Chromohalobacter,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Halomonadaceae|g_Chromohalobacter|s_Chromohalobacter_salexigens,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Halomonadaceae,g_Chromohalobacter,s_Chromohalobacter_salexigens
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Halomonadaceae|g_Salinicola,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Halomonadaceae,g_Salinicola,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Halomonadaceae|g_Salinicola|s_Salinicola_tamaricis,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Halomonadaceae,g_Salinicola,s_Salinicola_tamaricis
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Halomonadaceae|g_Pistricoccus,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Halomonadaceae,g_Pistricoccus,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Halomonadaceae|g_Pistricoccus|s_Pistricoccus_aurantiacus,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Halomonadaceae,g_Pistricoccus,s_Pistricoccus_aurantiacus
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Halomonadaceae|g_Cobetia,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Halomonadaceae,g_Cobetia,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Halomonadaceae|g_Cobetia|s_Cobetia_sp._ICG0124,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Halomonadaceae,g_Cobetia,s_Cobetia_sp._ICG0124
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Halomonadaceae|g_Cobetia|s_Cobetia_marina,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Halomonadaceae,g_Cobetia,s_Cobetia_marina
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Halomonadaceae|g_Cobetia|s_Cobetia_sp._L2A1,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Halomonadaceae,g_Cobetia,s_Cobetia_sp._L2A1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Halomonadaceae|g_Cobetia|s_Cobetia_pacifica,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Halomonadaceae,g_Cobetia,s_Cobetia_pacifica
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Halomonadaceae|g_Candidatus_Portiera,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Halomonadaceae,g_Candidatus_Portiera,
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Halomonadaceae|g_Candidatus_Portiera|s_Candidatus_Portiera_aleyrodidarum,species,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Halomonadaceae,g_Candidatus_Portiera,s_Candidatus_Portiera_aleyrodidarum
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Halomonadaceae|g_Candidatus_Carsonella,genus,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Oceanospirillales,f_Halomonadaceae,g_Candidatus_Carsonella,
