Family,MFVF11801,MFVF11801,MFVF11802,MFVF11803,MFVF11804,MFVF11806,MFVF11807,MFVF11808,MFVF11809,MFVF11815,MFVF11817,MFVF11818,MFVF11819,MFVF11821,MFVF11822,MFVF11823,MFVF11824,MFVF11825,MFVF11829,MFVF11836,MFVF11837,MFVF11838,MFVF11839,MFVF11841,MFVF11842,MFVF11844,MFVF11845,MFVF21801,MFVF21802,MFVF21803,MFVF21804,MFVF21806,MFVF21807,MFVF21808,MFVF21809,MFVF21815,MFVF21817,MFVF21818,MFVF21819,MFVF21821,MFVF21822,MFVF21823,MFVF21824,MFVF21829,MFVF21837,MFVF21838,MFVF21839,MFVF21841,MFVF21842,MFVF31801,MFVF31803,MFVF31804,MFVF31807,MFVF31808,MFVF31815,MFVF31817,MFVF31818,MFVF31819,MFVF31821,MFVF31822,MFVF31823,MFVF31824,MFVF31836,MFVF31838,MFVF31839,MFVF31841,MFVF31844,MFVS11801,MFVS11802,MFVS11803,MFVS11804,MFVS11806,MFVS11807,MFVS11808,MFVS11809,MFVS11815,MFVS11817,MFVS11818,MFVS11819,MFVS11821,MFVS11822,MFVS11823,MFVS11824,MFVS11825,MFVS11829,MFVS11836,MFVS11837,MFVS11838,MFVS11839,MFVS11841,MFVS11842,MFVS11844,MFVS11845,MFVS21801,MFVS21802,MFVS21803,MFVS21804,MFVS21806,MFVS21807,MFVS21808,MFVS21809,MFVS21815,MFVS21817,MFVS21818,MFVS21819,MFVS21821,MFVS21822,MFVS21823,MFVS21824,MFVS21825,MFVS21829,MFVS21836,MFVS21837,MFVS21838,MFVS21839,MFVS21841,MFVS21842,MFVS21844,MFVS21845,MFVS31801,MFVS31802,MFVS31803,MFVS31804,MFVS31806,MFVS31807,MFVS31808,MFVS31809,MFVS31815,MFVS31817,MFVS31818,MFVS31819,MFVS31821,MFVS31822,MFVS31823,MFVS31824,MFVS31825,MFVS31836,MFVS31837,MFVS31838,MFVS31841,MFVS31842,MFVS31844,MFVS31845
VFG0934,412.2785276,412.2785276,22.2891266,4.031623864,0,5.472734955,0,0,0,0,0,0,2.25441573,1.905362152,12.84783975,14.7689445,1.575347545,17.70108973,26.06292918,0,0,0,0,0,0,0,0,4.83924966,20.27263484,3.762840972,7.238003373,1.549086194,0,0,3.74120382,1.784995764,0,5.118722411,13.3000845,0,19.55999914,16.97909197,5.228923017,6.225407714,0,0,0,0,0,0,1.897446734,0,0,8.22513454,5.730069184,0,3.895256278,8.095087472,0,67.20976362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.400865707,107.1606551,0,75.00375539,0,0,0,4.936594382,17.71645422,0,90.37073243,20.95066469,4.47599649,2.406093482,0,16.5501052,0,0.995923982,5.302805491,0.8754343,9.630993009,98.58003612,0,0,0,0,7.497123178,4.340430377,18.87973806,63.06744083,0,0,0,0.557948256,21.64111712,0,125.7934116,0,18.38000639,7.550676409,0,2.18447094,0,0,0,0.808937465,0,77.60770255,6.912380396,0,0.947625772,0,2.974128343,7.924551813,0,16.20378564,0,0.121470682,43.0336238,3.649867762,0,0,16.98991317,144.6202791,0,0.152530215,0,11.32668861,0,0,1.105976584,39.1446436
VFG0245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.91926675,0,144.0341867,0,0,27.5664807,2.310527244,41.20468931,33.89655604,186.7969925,16.75965313,0,0.754673658,0,0,0,0,1.89622963,1.367866094,14.30000169,0,0,0,0,0,13.75881601,4.076152366,27.78003336,232.6976077,0,0,0,0,45.90411526,4.995979574,24.00228685,0,50.47336062,9.993132667,14.32385949,0.884089232,0,0,0,0,2.521520865,0,0,0,0,0,2.586982806,4.700639845,0,14.55304385,0,0,18.88161414,0,1.405176773,20.2535258,16.03648526,3.995665444,0,0,0,0,0,0,6.738028942,0
VFG0260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.40772947,19.40772947,0,0,1.734405161,152.4881879,0,12.88256079,0,0,0,13.96208512,0,0,7.594276776,0,0,0,25.99127473,23.17014727,12.53454442,0,0,36.88172283,57.76071299,12.27184095,22.42297274,9.952536767,0,1.44865816,3.717408291,6.453907913,0,0,36.58000644,0,0,69.82619099,6.38263362,4.799540876,2.400289421,0,0,23.78371593,0,11.19846361,37.91457514,0,0,3.004624869,31.9392643,14.26226371,20.89789422,0,2.360941923,0,0,0,0,24.30801772,0,0,0,8.07105162,29.29191353,0,0,0,0,57.28356951,3.288131067,67.7255459,0,36.15072279,99.84510829,2.924320344
VFG0694,0,0,0,0,0,0.087509907,0,0,0,0,0,0,0,0,0,0,0,1.48597709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083435997,0,0,0,0,0.097081307,0,0,0.446500181,0,0.240206788,0,0,0,0.575349039,46.99749986,46.99749986,2.933123778,0,14.56004333,0,0,3.327598729,30.92023999,1.403150822,11.59623173,2.782112902,5.686647147,20.85128033,38.41508394,4.700124126,8.051838704,11.58465836,33.56806699,2.137467461,16.18852601,2.388747558,0,9.44887575,8.477125774,5.578932861,10.66931117,3.366479226,6.630692793,3.741921448,4.200945716,5.144074204,1.947677616,5.906561199,7.289004973,5.516370713,3.760589317,4.937121467,4.121626876,3.187886929,10.04401551,5.845695616,27.43059584,10.66317891,0,1.115714086,36.7253726,0,0,27.16358276,0,4.404758166,99.86263106,102.6885807,16.77052842,2.517964474,22.23850607,5.273042483,2.063719008,3.091845036,2.122258037,28.55233379,17.54039247,34.05130019,5.319968152,27.1415733,17.87337773,15.93751181,26.69984966,12.80465824,1.637998871,6.426251061,2.078716689,14.84924815,9.284489774,8.969894044
VFG0232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.9452019,0,89.06461783,0,0,0,0,28.53854401,12.55710437,81.82105379,23.58765996,0,0,0,1.693724216,0,0,4.003151441,2.49575568,12.7627838,3.999711125,0,0,0,0,12.0471565,8.605210551,19.54891237,162.1601981,0,0,0,0,20.68446081,17.99827828,31.20376247,0,22.9434922,0,0,0,0,0,0,0,0,0,0,0,0,0,3.985869805,0,0,9.548604043,0,0,3.321765451,1.74374572,0,6.644414059,24.74424197,20.31306619,0,0,0,0,0,0,16.64085138,0
VFG0330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.00623321,0,43.210256,0,19.78347851,21.23364054,0,0,24.48635353,8.306240224,0,0,0,0,0,0,5.394588235,0,2.963709871,86.53684829,19.79857007,0,1.55508387,0,0,12.52741476,78.96443546,43.98505282,51.78664392,0,0,142.0799769,0,9.5910211,8.549182185,23.20820379,0,0,0,0,0,0,0,0,28.4813399,0,1.466448972,0,6.267703913,0,0.56864031,21.52369694,35.50359397,0,44.04293615,2.396383034,11.84339152,45.59123082,5.683668483,0,4.666802983,9.279090738,0.926440519,0,0,0,0,28.83724474,0,2.995353249,15.45929765
VFG0932,332.0614385,332.0614385,28.97586458,2.015811932,0,3.64848997,8.287291953,0,0,0,0,2.010802663,0,0,5.139135899,10.54924607,0,13.2758173,14.21614319,0,0,0,0,0,1.665590354,0,2.204795873,0,15.20447613,1.881420486,5.42850253,0,0,0,0,1.784995764,0,3.412481607,1.662510562,0,30.22908957,24.69686104,6.971897355,1.556351928,0,0,1.60883864,0,0,0,1.897446734,0,0,4.935080724,3.820046123,0,3.895256278,2.023771868,1.654990121,39.02502404,0,0,0,0,0,1.890196761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0784,245.2114118,245.2114118,25.75632407,8.735185039,23.82268317,0,0,0,0,2.569139382,0,0,0,0,0,12.19023991,0,6.392060182,47.91366778,0,0,0,0,2.526500272,0,0,0,4.660018191,21.96202108,10.87042948,73.18425632,0,0,2.570575986,0,2.578327215,0,0,0,0,0,62.42817652,10.0705184,11.24031948,0,0,0,0,0,0,0,17.83281126,0,11.88074989,13.794611,2.876856202,0,0,0,3.131637731,0,4.903023226,0,0,0,16.38170527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.47198042,0,102.9381448,0,0,0,0.910570769,25.43652836,0,87.90573699,33.34025014,0,0,0,4.586146971,0,2.489809955,9.823117767,1.094292875,6.545017335,26.606774,0,0,0,0,11.02778172,2.680854056,15.86469427,153.2273039,0,0,3.919691172,0.88139652,25.3782423,0,131.212343,0,13.74307509,0,0,0,0,0,0,0,0,20.44527407,1.987571461,0,1.496974045,0,0,7.429957226,0,13.07025057,0,0,16.83268536,2.088995709,1.848347909,0,17.71751172,29.44842613,0,0,0,0,0,0,6.093111736,4.63547156
VFG1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62353397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.821141537,39.5149071,0,18.45831161,37.15056444,0,4.549916545,29.1568787,9.654228031,0,0,3.132901128,0,30.63068113,0,6.884246016,0,0,6.500389182,2.357052358,8.297881602,26.39103169,3.13858448,0,9.343352896,0,2.027211996,5.475298448,0,2.160260479,0,0,113.3224112,21.36146895,0,0,0,0,0,0,0,2.650095282,0,8.101271303,0,0,13.74033186,4.052665589,2.802307708,0,9.288934524,0,378.2184467,8.009507606,0,2.183315468,26.93294937,7.767750143,5.084340489,0,12.61966694,0,0,0,9.138501075
VFG0241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.71742982,0,124.5639527,0,0,0,3.141469152,24.51720372,10.27399449,81.04876824,50.41862317,5.510222951,2.616202013,0,0,0,0,3.275305724,0,3.828835141,0,0,0,0,0,14.90835617,4.576407429,12.39578761,133.4611719,0,0,0,0,33.42420826,1.636207117,102.3177918,0,9.385974081,0,0,1.679769541,0,0,0,0,0,1.644200362,8.311662474,0,0,0,1.630583102,0,0,16.6503783,0,0,34.38027242,0,0,5.979972653,14.72001213,82.21598127,0,0,0,0,4.69443519,0,1.497676624,0
VFG0343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.58634076,10.84003226,114.2944829,0,14.09030087,6.234661486,0,41.34972105,0.560976634,0,13.01147328,10.77313112,4.264733163,0,1.401536793,0,5.081172648,0,14.44978992,0.965045437,1.270161373,103.2058194,14.26024826,0,1.295903225,4.010977114,5.658820939,10.81441762,35.92109273,23.56342116,3.783115222,8.818394409,0.834227937,103.2050265,1.62900964,1.246608129,2.892580439,10.9941828,0,11.06204088,15.76732953,0,0.44993827,7.405190458,19.57556418,0,28.16835815,2.566548024,2.906711355,4.081619965,1.119232842,1.844485877,1.218514951,12.49143126,20.56529932,4.993462958,16.11326932,5.135106501,2.819855123,10.41017566,2.101836359,3.575673038,10.01111493,5.21948854,18.05731833,11.96372232,1.327829994,1.321124089,0,3.951947991,1.528930945,6.418614104,9.709657392
VFG0235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.1469798,0,0,0,0,0,0,0,22.15959595,283.5196663,0,0,0,0,0,0,0,0,0,9.189204339,0,0,0,0,0,32.52732254,0,0,0,0,0,0,0,38.32708914,4.319586788,41.4770012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.440665468,0,0,0,0,0,0,0,0,22.86460132,35.63170843,5.484527873,0,0,0,0,0,0,0,0
VFG1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.1966309,0,9.931990864,0,0,11.7260403,0.87263032,10.70195401,24.36453087,30.97546646,49.1460605,0,4.455126617,33.3289045,0,15.23295329,0,0,0,95.86374551,17.49646508,0,5.507658785,0,0,9.463389319,31.49892369,3.665421069,22.90290881,0,0,21.75981128,0,36.90585658,5.524455307,9.53262249,0,0,25.10862402,9.287595196,0,0,0,0,0,0,2.317013695,0,5.223086594,0,0,7.668466907,58.90390804,22.53161092,1.342772444,2.083811334,0,1.949731895,0,0,41.0751231,6.623620903,4.018783943,0,0,0,0,0,0,0,2.665396147
VFG0642,50.41796236,50.41796236,81.97119586,3.103289422,5.642214435,7.489005728,58.82886854,0.288204516,1.683605872,5.172083229,0.282192592,0.343953087,11.5687123,0.65183442,0,7.217905209,8.35348764,28.76427082,9.726834813,0,0,0,1.382724077,0.299190822,2.564132518,0,3.394225226,1.103688519,0.577947923,6.11461658,65.92773467,4.50457959,0,0.913230942,16.63851172,0,0.238039681,0,21.3282605,1.457330998,0,153.9288732,22.65866641,1.863526651,0,0,3.302352999,0,0.297212678,0,7.789518173,6.335340842,0,5.064951269,7.187718363,1.703401699,0.666293837,47.77166751,3.397084985,0,3.980314118,1.451552929,5.424669963,0,0.27378392,1.616615651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0633,311.966213,311.966213,0,0.841462779,0,0,0,0.200949938,0,0.106065387,0,0,0.672188176,0,0,2.462412485,0,41.73269698,0,0,0,0,0,0,0,0,0,0,0,3.718456216,0,4.684818339,0,0.106124697,0,0,0,4.389712578,0,0.127015087,0,10.53278236,0,0,0,0,0,0,0,0,0.226300987,0,0,0.098097935,0.455601831,0,0.116142962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.8945749,0,144.4025605,0,0,0,1.74526064,45.32592285,3.139276093,65.14698215,0,0,0,0,3.785971777,0,0,0,0,4.504511931,0,0,0,0,0,15.94476595,0,0,158.2369675,0,0,0,0,21.90119379,0,10.16593167,0,24.29310939,0,0,0,0,0,0,0,0,0,0,0,0,0,4.220332734,0,0,13.90164412,0,0,31.65447077,1.846318998,0,0,19.64983921,6.721235138,0,0,0,0,0,0,2.496127707,0
VFG1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.15647392,9.310457153,0,0,4.174903961,0,0,0,0,0,12.55710437,0,17.5822128,26.77359863,0,0,0,0,17.98196078,0.614119823,4.041422551,1.957927061,5.999566687,0,1.017641796,0,45.10392739,6.984394411,0,0,2.310614341,9.145001609,0,0,0,0,0,0,0,21.11844168,4.459446737,47.17870443,0.618320076,10.17645805,0,5.912653552,39.58507906,0,1.99724952,3.926368163,2.307130275,15.25892862,50.6543393,63.59274097,2.191709376,0,5.493159996,42.34100084,2.421961456,14.30600826,22.73804789,9.827616694,26.96490736,1.024684867,3.364741026,34.25975028,11.55673712,0.907766245,6.046923741,31.59795115,0.486478028,10.72200311,1.569803866
VFG0233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.28884418,116.3045501,0,52.22168005,0,0,0,0,39.180035,21.07039547,65.69907521,8.095764649,0,0,0,0,0,0,3.663901319,0,15.57492261,0,0,0,0,0,19.29586931,0.984494427,0,144.4280824,0,0,0,0,37.8630808,4.575833462,36.24843855,0,0,0,0,0,0,0,8.167479059,0,0,0.919637491,0.774815993,0,0,0,0,0,0,4.915912675,0,0,5.320454833,1.595970659,0,12.16265624,12.73909067,15.6866793,0,0,0,0,0.68200027,0,1.523060974,0
VFG0662,249.4983246,249.4983246,1.317084754,0.794107731,0,0.718641964,2.448518077,0,0,0,0,0,0,0,9.616413387,7.064798129,2.482365829,16.56124683,1.866766277,0,0,0,0,0,0,0,0,0.317728513,0,0.741165646,3.92058516,0.610246076,0,0,0.368451891,0,0.822318898,2.352544138,0.654928403,0.839069363,18.21289176,4.560499908,1.373252509,0.306554168,0,0,0,0,0,0,0.747479017,0,0,1.620102258,1.128649991,0.784597146,0,0.398621732,0,48.2556905,0.305559468,2.005782229,0.328767877,0,0,0.372311483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.5984242,0,95.84127354,0,0,0,1.821141537,10.70195401,21.97493265,80.25352873,0,0,0,0,0,0,0,3.602836297,0,6.381391902,0,0,0,0,0,2.357052358,0,0,174.7253216,0,0,0,0,34.90502761,1.565067677,14.40173653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.177516352,0,9.966970715,0,0,0,1.30780929,0,11.69994649,6.959318054,2.98072167,0,0,0,0,0,0,0,0
VFG0696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.853608338,0,0,0,0,0,0,0,11.56127251,0,0,0,9.666058929,0,0,17.03844148,24.49487766,0,0,0,0,0,0,0,0,53.01464042,0,39.71680394,12.75966252,0,0,0,0,0,0,0,0,0,18.71272612,0,0,0,0,0,98.79389694,0,7.752782497,0,0,0,0,22.11179836,83.47478762,14.06589034,0,31.7819105,0,0,0,0,0,0,0,6.899051322,0,0,6.899968446,0,10.54716899,0,38.13255367,34.14597646,0,0,6.586164071,41.4741219,19.68292539
VFG1057,122.7741204,122.7741204,16.4196566,2.838935138,0.510486068,0,2.468922394,0.365059053,0.533141859,0.963427268,0,0,0.610570927,0.412828466,19.48589028,2.399953482,0.597319278,0.958809027,7.187050168,0,0,0,0.437862624,1.610643923,0,0,1.194264431,2.708635573,7.96123264,2.649667185,3.626541273,1.762085546,0,0,2.026485402,0,0.301516929,0.739371015,0,2.999672971,22.44213537,4.932940734,1.13293332,1.264535942,0,0,0,0.437099128,0,0,3.905577862,0,0,2.584063101,0.206919165,3.12858112,0.210993048,3.288629285,0,65.52951953,0,0.183863371,0,0,0,3.481112369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.519975998,0,6.898202345,0,0,6.831661027,19.39672462,0,11.90370758,0,5.350977003,1.569638047,0,0,0,0,4.307266172,4.022595013,0,4.495490196,1.50118179,0,0,2.999783344,0,0.314158358,0,26.40783105,4.517683687,3.226953956,0,0,4.988182696,5.190751609,0,1.68934333,0,0,0.900108533,0,0,2.432425493,48.54879307,0,0,0,0,33.85893555,0,6.028734662,2.539674645,14.24478162,8.607600759,4.65251163,29.89402353,45.89652516,17.47712035,0.976561777,3.993971723,10.16856847,2.491324088,0,5.56215806,16.19575927,1.546515123,1.558104509,3.722046944,17.21261103,2.241907546,3.023461871,0,1.945912112,11.23257468,4.442326912
VFG0920,137.3036926,137.3036926,18.53674839,0,0,0,0,0,0,0,0,0,2.674882156,0,7.865053221,0.415576361,0,3.797879913,10.73390609,0,0,0,0,0,0,0,0,0,8.577759074,0.823517385,3.801779549,0,0,0,0,0,0,1.344310936,0.982392605,0,8.836810576,11.24923311,0,2.282125471,0,0,0,0,0,0,0,0.405291165,0,10.26450502,0,1.26407318,1.534494897,0,0,43.45147352,0,0,0,0,0,0.744622967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410.5451212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0879,139.8037914,139.8037914,13.39558819,0.770751621,0,0,3.300698388,0,0,0,0,0,1.046693017,0,11.05292096,3.226828211,0,8.319078325,9.66326073,0,0,0,0,0,0,0,0,0.411178076,9.020115799,0.239788885,2.882783206,0.394865108,0,0.413128284,2.06622041,1.289163608,0,0.217462063,2.429151462,0.769146916,11.67149681,12.00037427,0.6294074,0.923311958,0,0,0,0,0,0,0.604578616,0,0,3.30963747,0,0.71921405,0.452127961,0.727735892,1.160115624,26.66497421,0,0,0.212732155,0,0,0.722722291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.7846998,0,64.3059834,0,0,0,0.937751986,0,0,1.942980169,11.17310209,0,2.342867475,0,0,0,0,0,0,3.729580185,0,0,0,0,0,10.77430296,3.607945675,0,126.7268203,0,0,0,5.446241184,22.05442043,0,1.934561623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.566879948,0,7.468050982,0,0,0,0,0,0,0.976746393,2.827353823,0,0,0,0,0,0,4.005166506,0
VFG0657,158.2226418,158.2226418,6.439081018,1.05667561,0,0.439170089,5.43018122,0,0,0,0,0.484082123,3.07255047,0,0.618599692,7.11097328,0,13.45425571,3.47760492,0,0,0,0,0,0,0,0,0,2.846928658,0,0,0.162404198,0,0,0.196111491,0,0,2.46457005,0.400234024,1.538293831,4.280807892,1.770547023,1.2588148,0,0,0,0,0.338399325,0,0,0.994629337,0,0,0.396024996,0,0,0.744681347,1.547590252,0,6.263275463,0,0.177932294,1.914589399,0,0,2.576155264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
