Family,MFVF11801,MFVF11801,MFVF11802,MFVF11803,MFVF11804,MFVF11806,MFVF11807,MFVF11808,MFVF11809,MFVF11815,MFVF11817,MFVF11818,MFVF11819,MFVF11821,MFVF11822,MFVF11823,MFVF11824,MFVF11825,MFVF11829,MFVF11836,MFVF11837,MFVF11838,MFVF11839,MFVF11841,MFVF11842,MFVF11844,MFVF11845,MFVF21801,MFVF21802,MFVF21803,MFVF21804,MFVF21806,MFVF21807,MFVF21808,MFVF21809,MFVF21815,MFVF21817,MFVF21818,MFVF21819,MFVF21821,MFVF21822,MFVF21823,MFVF21824,MFVF21829,MFVF21837,MFVF21838,MFVF21839,MFVF21841,MFVF21842,MFVF31801,MFVF31803,MFVF31804,MFVF31807,MFVF31808,MFVF31815,MFVF31817,MFVF31818,MFVF31819,MFVF31821,MFVF31822,MFVF31823,MFVF31824,MFVF31836,MFVF31838,MFVF31839,MFVF31841,MFVF31844,MFVS11801,MFVS11802,MFVS11803,MFVS11804,MFVS11806,MFVS11807,MFVS11808,MFVS11809,MFVS11815,MFVS11817,MFVS11818,MFVS11819,MFVS11821,MFVS11822,MFVS11823,MFVS11824,MFVS11825,MFVS11829,MFVS11836,MFVS11837,MFVS11838,MFVS11839,MFVS11841,MFVS11842,MFVS11844,MFVS11845,MFVS21801,MFVS21802,MFVS21803,MFVS21804,MFVS21806,MFVS21807,MFVS21808,MFVS21809,MFVS21815,MFVS21817,MFVS21818,MFVS21819,MFVS21821,MFVS21822,MFVS21823,MFVS21824,MFVS21825,MFVS21829,MFVS21836,MFVS21837,MFVS21838,MFVS21839,MFVS21841,MFVS21842,MFVS21844,MFVS21845,MFVS31801,MFVS31802,MFVS31803,MFVS31804,MFVS31806,MFVS31807,MFVS31808,MFVS31809,MFVS31815,MFVS31817,MFVS31818,MFVS31819,MFVS31821,MFVS31822,MFVS31823,MFVS31824,MFVS31825,MFVS31836,MFVS31837,MFVS31838,MFVS31841,MFVS31842,MFVS31844,MFVS31845
VFG0928,148.5896467,148.5896467,14.60291588,1.28254701,0,0,0.498772201,0.40562117,0,0,0,0,1.085459425,0,8.660395682,1.015853326,0,1.369727182,4.848406859,0,0,0,0,0.691779836,0,0,0,0.388334849,11.99777077,1.035278998,0,0,0,0,1.801320358,0.859442405,0,0.938883828,1.457995374,0,2.996565524,2.335748101,0.419604933,1.605759926,0,0,0,0,0,0,1.664030668,0,0,2.857037474,5.485000088,0,0,0.487204339,0,12.52655093,0,0.671247227,0,0,0,0,0.412485687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0477,122.875169,122.875169,13.03913906,0.873518504,0,1.58101232,2.244474904,0.730118106,0,0,0,0.43567391,1.465370224,0,8.907835558,6.399875952,2.047951809,2.876427082,10.26721453,0.936907365,0,0,0,0,0,0,0.477705773,0,4.026370531,2.038205527,3.136468128,1.67817671,0,0,2.431782483,7.348232563,0.603033859,0.369685507,3.241895596,0,6.164363364,9.029789818,3.021155521,2.360467091,0,0,0,0,0,0,1.233340377,0,0,1.782112484,1.24151499,0,0.421986097,0,0,20.19906337,0,1.83863371,0.361644664,0,0,0,5.568556774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.074217955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.14367067,71.30643113,1.878706782,0,0,0,0.951960349,0,9.075361798,0,65.31967375,0,0,0,0,0,21.50290416,3.275305724,0,0,32.15222329,0,1.03672258,0,0,2.464191102,5.808517122,0,0,6.609342072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822100181,0,9.934822054,0,0,9.783498611,58.12056282,0,0,8.04380319,0,0,0,0,8.415870604,2.108884259,4.12897695,0,0,0,0,0,0,6.739544809,1.640243783
VFG1046,108.1997946,108.1997946,8.915650641,4.031623864,0,0,4.143645977,1.684887938,0,0,0,0,0,0,0,10.54924607,1.575347545,0,11.84678599,0,0,0,0,0,0,0,0,1.61308322,0,3.762840972,7.238003373,0,0,0,3.74120382,0,0,0,1.662510562,0,0,26.24041486,8.714871694,0,0,0,0,0,0,0,9.487233672,2.057632068,0,8.22513454,9.550115307,0,0,4.047543736,0,0,0,1.697200348,3.338258438,0,0,15.12157409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0876,129.1542857,129.1542857,16.90258767,1.828294543,0,0.658755133,4.384555627,0,0,0,0,0,0,0,4.639497687,3.189306953,1.428803587,1.66749396,10.02844209,0,0,0,0,0,0,0,0.398088144,0,7.661170143,0.354470526,1.96029258,0,0,0,1.13106162,0,0,0.515840243,1.507858417,0,5.913488111,6.533181264,1.41616665,1.405039935,0,0,0,0,0,0,1.541675472,0,0,4.009753088,1.732346498,0,0.588817809,4.384839047,0,15.73101744,0,0,0,0,0,2.285819339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0925,112.3661085,112.3661085,10.1415526,2.18379626,0,0.39525308,4.488949808,0,0.426513488,0,0.35744395,0,1.953826966,0,5.567397224,2.742803979,0.341325301,4.794045136,6.673689441,0,0,0,0,0,0.72175582,0,0,0,12.44514528,0,3.136468128,0.671270684,0,0.771172796,1.621188322,0,0,0.369685507,0.720421244,0.922976299,9.631817756,10.70197312,1.8882222,1.686047922,0.387190655,0,0,0.349679302,0,0,1.233340377,0,0,1.06926749,1.65535332,1.294585291,1.687944387,0.876967809,0,23.48728298,0.336115414,0.367726742,0,0,0,2.45725579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0639,1.112462298,1.112462298,13.10812922,0,0.600571845,0.416055874,5.61118726,0.429481239,0,0,0,0.479641002,6.716280195,0,7.708703848,14.43581042,0.803118356,1.369727182,0,0,0,0,0,0,0.451097388,0,0,0,12.54972633,0.858191801,14.70219435,0.95895812,0,0,0,1.221312891,0,11.67427918,1.516676302,2.428884997,6.260681541,184.7762546,2.782643243,0,0.967976638,0,0,0,0,0,0.43275101,1.407853521,0,5.791865572,1.773592843,1.078821076,4.219860968,1.349181245,0,26.70133223,4.245668392,0,0,0,0,2.479799421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0922,120.3765113,120.3765113,11.59034583,0,0,0,0,0,0,0,0,0.580898547,0.651275655,0,5.46617182,1.994766531,0,2.130686727,12.32065743,0,0,0,0,0,0,0,0,0,5.191023164,0.905869123,5.132402392,0,0,0,0,0,0,1.209879842,0,0,8.405950042,7.580564292,0,2.575055009,0,0,0,0,0,0,0.44848741,0,0,3.326609969,0,0,0.562648129,1.948817354,0,23.57269129,0,0,0,0,0,1.638170527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0938,128.3536957,128.3536957,2.626467257,0.672878399,0,0.232501812,1.966587535,0,0.427582444,0.459740731,0,0.927485075,1.11906498,0,2.051146346,2.531995319,0.581204074,12.6713193,0,0,0,0,0,0,0.343693248,0,0,0.416948996,0,0.271760737,5.708922251,0,0,0.405880419,1.025939978,0,0,1.609219268,1.049034442,0.514352117,4.461052434,4.980310633,2.072785273,0,0,0,0,0,0,0,0.679431207,0.297213521,0,3.414467616,1.340047926,0.432609955,0.281324065,1.215446613,0,10.02124074,0.875594777,0,0,0,0,1.800466059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0919,106.9561188,106.9561188,9.658621528,0,0,0,0,0,0,0,0,0,0,0,12.84783975,0,0,7.375454056,3.948928664,0,0,0,0,0,0,0,0,0,11.26257491,0,5.42850253,0,0,0,0,0,0,0,0.900526554,0,10.07636319,8.360916499,0.580991446,0.843023961,0,0,0,0,0,0,0,0,0,1.645026908,0,0,0.64920938,0,0,27.46205395,1.551301913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0935,125.0876028,125.0876028,0,0,0,0,0,0,0,0,0,0,0,0,7.28889505,1.33330749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.867674293,0.278697217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.77157849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0872,111.1389064,111.1389064,9.889250292,0.165857944,0.364632906,0.432419735,2.244474904,0,0,0,0,0.165445789,1.000521289,0,4.102557629,2.968402575,0.797903302,3.922400566,5.021364986,0,0,0,0,0.143914572,0,0,0,0.132722037,3.552927652,0,3.317963571,0,0,0,0.184225946,0,0.13705315,1.71016771,0.874619576,0.209767341,5.385457595,6.27611654,1.256538462,0.547418157,0,0,0,0.158945137,0,0,0.96104445,0,0,2.823606792,1.128649991,0.196149286,0.704119494,1.263984098,0,20.26362154,0,0,0.516635235,0.536233796,0,1.143528127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0462,112.9907729,112.9907729,6.234201168,0.639697894,0,0,0,0.368746518,0,0,0,0,0,0,0.309299846,0.715714843,1.148094196,4.183893937,6.616649361,0,0,0,0,0.344522764,0,0,0,0,3.009610296,1.185865034,3.849301794,0,0,0,0.368451891,0,0,2.554190779,0.200117012,0,1.381533456,7.692043179,1.081289636,0.306554168,0,0,0,0.349679302,0,0,0,0,0,2.203339071,0.376216664,0,0,0.837105636,0,9.916852816,0.492290253,0.204292634,0,0,0,0,2.024929736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0614,123.1663022,123.1663022,1.772998707,1.427503183,0,0,2.055379949,0,0,0,0,0.207463767,0.676650031,0,0,1.038940901,0.465443593,7.878325923,0,0,0,0,0,0,0.62129164,0,0,0,0,0.370582823,3.561557215,0,0,0.471871466,0,0,0,1.613173123,1.700294893,0.774525565,0,4.828338792,0.940652818,0,0,0,0.15844623,0,0,0,0.96104445,0,0,1.710305754,0.564324995,0.410979457,0.191811862,2.407061994,0.275831687,0,0,0.740841422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42500493,164.4480458,0,0,0,0,0,0,32.10586202,0,4.343132143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75581276,1.366709911,0,0,0,0,0,0,10.9505969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.064399281,0,0,0,0,0,0,0,0,0,0,16.32299962,0,0,0,0,0,0,6.343100997,0
VFG0927,102.7809214,102.7809214,10.94643773,0.582345669,0,0,0,0,0,0,0,0,1.542494973,0,2.783698612,0,0,5.113648145,2.737923873,0,0,0,0,0,0,0,0,0,4.880449128,1.164688872,5.040752349,0,0,0,0,0,0,1.056244307,0,0,3.467454392,6.688733199,0,0.674419169,0,0,0,0,0,0,0,0,0,5.091749953,1.10356888,0,0.602837281,0,0,15.43450025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0645,119.0024204,119.0024204,0,0.609431514,0,0,1.252730179,0,0,0,0,0,0,0,2.330538373,0,0,0,5.014221047,0,0,0,0,0,0.503550572,0,0,0,0,1.137603085,0,0,0,0,0,0,0,1.547520729,0,0,4.838308454,0,0.52694573,0,0,0,0,0.487924608,0,0,0.573646687,0,0,0,0,0,0,0,0,13.76464026,0,0,0,0,0,2.285819339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG1063,37.72483259,37.72483259,27.65557056,0.830097993,0,0,2.303540033,0,0,0,0.70548148,0,0,0,16.75102849,9.964719136,0.893234341,0,4.840901585,0,0,0,0.138272408,0,0,0,0,0,24.97484219,0.321821925,0,0.132487635,0,0.152205157,0,2.730991327,0,0,0,3.110322176,11.37230412,2.518053799,3.533515229,0.374677316,0.430211839,0,0,0.777065116,0,0,2.079609018,0,0,6.40414106,0,0.17034017,0,0,0,58.76628085,0.373461572,0.580621172,0,0,0,1.233417867,1.118053309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0641,0.454718964,0.454718964,13.58243652,0.327569439,0.765729102,0.444659715,4.545061681,0,0,0,0,1.633777164,4.579281951,0.30962135,4.59310271,11.31406642,0.255993976,3.955087237,0,0.351340262,0.449785621,0,0,0,0.541316865,0,0,0,11.39279843,0.458596244,11.32068965,0.37758976,0,0.144594899,0,0.145030906,0.339206545,7.486131525,1.080631865,0.519174168,6.212522453,130.8065386,3.398799961,0,0.871178974,0,0,0,0.423528066,0,0.154167547,1.50464345,0,6.950238686,0.775946869,2.750993743,1.582447863,0.493294393,0,10.2169681,3.907341692,1.378975282,0,0,0,1.996520329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0939,108.4949182,108.4949182,1.839737434,0.675936938,0,0.641644611,1.150803496,0,0,0,0,0,0.923552662,0,0.668087667,0,0.711094378,6.67970289,0,0,0,0,0,0.172261382,0,0,0,0,0,0,1.374750641,0,0,0,0.238410047,0,0,0.768177678,0.539352803,0,1.13315503,7.38622142,1.330338368,0,0,0,0,0,0,0,0.428701201,0.185758451,0,2.461012477,0.640464082,0.704829769,0.682210857,1.224338176,0,3.945863541,0.420144268,0.147090697,0,0,0,1.010205158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0780,74.11325917,74.11325917,10.84273138,1.609113033,0,0,1.744693043,1.146659847,0,0,0,0,3.968711024,0,3.204916165,9.66898552,0,3.595533852,0,0,0.557426625,0,0,0.157906267,0,0,1.005696363,0.735792346,3.335241139,2.717607369,5.309125738,0.434831212,0,0,2.723858921,0,0,0,3.747940478,0,5.581514905,9.127333844,0,0,0.781827285,0,0,0.402591302,0,0,0.599540461,0,0,4.84369034,0,0,0,3.942138951,0,20.68687617,0,0,0,0,0,1.807293395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0917,95.10461998,95.10461998,0,0,0,0,0,0,0,0,0,0,1.72396497,0,5.894891178,0,0,3.384031861,7.247445547,0,0,0,0,0,0,0,0,0,0,0.479577771,2.138500996,0,0,0,0,0,0,0.672155468,0.654928403,0,7.705454205,7.296799853,0,1.226216671,0,0,0,0,0,0,0,0.524494449,0,2.515923506,0,0,0.992908463,0,0,16.57925858,0,0,0,0,0,0.481814861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0871,88.55537001,88.55537001,5.408828055,0.349407402,0.425405057,0,1.436463939,0,0,0,0,0,0,0,3.247648381,1.613414106,0,7.844801132,6.066990401,0,0,0,0,0,0,0,0,0,1.830168423,0,1.844981252,0,0,0,1.842259457,0,0,0.869848253,0,0,4.985882133,5.47259989,0.906346656,0.919662503,0,0,0,0,0,0,0,0,0,1.677282338,0.344865275,0,1.489362695,1.547590252,0,17.93574337,0.280096179,0,0,0,0,0.655268211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.9084265,0,0,0,0,0,0,0,0,10.06816997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.465642404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0875,83.53355788,83.53355788,6.841523582,0.363966043,0,0,1.870395753,0,0,0,0,0,1.221141854,0,1.855799075,0,0,5.593052659,8.128211499,0,0,0,0,0,0,0,0,0.291251137,4.880449128,0,0.32671543,0,0,0,0.337747567,0,0,1.848427537,0.600351036,0,4.815908878,7.246127632,0.3147037,0.281007987,0,0,0,0,0,0.341625155,2.055567296,0,0,4.455281209,0.68973055,0,0,0.730806508,0,19.1812811,0,0,0,0,0,1.023856579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.29921212,0,0,0,0,0,0,0,8.863838382,0,0,0,0,0,0,0,0,0,2.762292695,49.94132793,0,0,0,0,0,0,22.77849852,10.24894435,0,0,0,45.2942091,0,0,0,0,0,0,0,0,0,0,28.65964952,0,0,0,0,0,0,0,0,0,5.202649926,0,0,0,0,0,0,0,1.758815486,0,0,0,0,0,0,0,0,0,0
VFG0585,81.94127599,81.94127599,12.29279104,0.794107731,0,0,2.040431731,0,0,0,0,0,0.444051583,0.750597211,3.542889142,2.493458163,0,2.614933711,4.666915693,0,0,0,0,0,0,0,0,0.317728513,7.320673692,1.111748469,2.138500996,0,0,0.350533089,1.473807565,0,0,0.336077734,0,0,7.004958368,5.168566563,2.746505019,0.919662503,0,0,0,0,0,0,0,0,0,1.296081806,0,0,0.383623724,0.797243463,0,14.94645281,0,0,0,0,0,0.744622967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0918,43.54278567,43.54278567,8.585441358,0,0,0,4.987722009,0,0,0,0,0,0.333038687,0,17.32079136,0,0,3.922400566,13.68961937,0,0,0,0,0,0,0,0,0,7.320673692,2.717607369,3.484964587,0,0,0.856858662,0,0,0,1.008233202,0,0,10.27393894,16.721833,0,2.248063897,0,0,0,0,0,0,0.840913894,3.962846947,0,5.544349949,0,0,0,0,0,43.84292824,0.746923143,0,0,0,0,3.640378948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0921,74.88237447,74.88237447,5.083485014,0,0,0,0,0,0,0,0,0.917208232,0.465196897,0,7.708703848,0,0,8.074181282,5.378064751,0,0,0,0,0,0,0,0,0,11.94425708,1.287287701,4.952318097,0,0,0,0,0,0,1.556570558,0.379169076,0,7.705454205,6.688733199,0,0.354957457,0,0,0,0,0,0,0,0,0,2.036699981,0,0,1.776783566,0.461562005,0,20.57933366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0931,80.3949253,80.3949253,6.600058044,0.489699767,0,0,4.148877853,0,0,0,0,0,0,0,4.11228204,1.662305442,0.455100402,1.598015045,4.235225992,0,0,0,0,0,0,0,0,0,4.450636847,0.370582823,2.483037268,0,0,0.350533089,1.215891241,0,0,0.322074495,0.927815238,0.419534681,6.859021735,8.056883171,1.316033655,0.753612329,0,0,0.232387804,0,0,0,0.513891824,0,0,1.811814358,0.564324995,0,0.281324065,0.398621732,0,16.76137922,0.725703736,0,0,0,0,0.186155742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0656,99.369083,99.369083,2.608185098,0.355439095,0,0.438628572,2.789680275,0.243072612,0.031554635,0,0.132223409,0.128929394,0.072274734,0.03054218,1.400430374,2.333581684,0.277773981,2.057124177,2.164850412,0,0,0,0,0.056075222,0.080096207,0,0.035341981,0.077571203,1.29984835,0.150792024,0,0.074493664,0,0.085580212,0.2398799,0,0.044614096,1.258115907,0.319792414,0.375563722,1.653204725,2.004145706,0.251452525,0.274424569,0.114581698,0,0,0,0,0.060658474,0.243322393,0,0,0.105476448,0,0.159628273,0.09365906,0.811005989,0.026528818,4.795923628,0,0.136027155,0.561864706,0,0.153940157,0.908972549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VFG0923,70.20222606,70.20222606,6.354356268,0.22987329,0,0.416055874,2.598865678,0.192136344,0,0.405653587,0,0,1.088819981,0.21727814,8.63549848,0.962387361,0.359289791,5.224470241,7.183871463,0,0,0,0,0.598381643,0.189935742,0,0,1.287636605,4.816232692,1.501835651,1.857119286,0,0,0.429755738,0.426628506,0,0,1.167427918,0.401473139,0,6.59615507,1.936212242,0.397520463,1.618188409,0,0,0,0.184041738,0.396283571,0,0.649126514,0.234642253,0,2.38350648,0.653428942,0,0.444195891,1.384686015,0,23.41456694,0.374617799,0.193540391,0,0,0,1.508841274,0.195387957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
