Family,MFVF11801,MFVF11801,MFVF11802,MFVF11803,MFVF11804,MFVF11806,MFVF11807,MFVF11808,MFVF11809,MFVF11815,MFVF11817,MFVF11818,MFVF11819,MFVF11821,MFVF11822,MFVF11823,MFVF11824,MFVF11825,MFVF11829,MFVF11836,MFVF11837,MFVF11838,MFVF11839,MFVF11841,MFVF11842,MFVF11844,MFVF11845,MFVF21801,MFVF21802,MFVF21803,MFVF21804,MFVF21806,MFVF21807,MFVF21808,MFVF21809,MFVF21815,MFVF21817,MFVF21818,MFVF21819,MFVF21821,MFVF21822,MFVF21823,MFVF21824,MFVF21829,MFVF21837,MFVF21838,MFVF21839,MFVF21841,MFVF21842,MFVF31801,MFVF31803,MFVF31804,MFVF31807,MFVF31808,MFVF31815,MFVF31817,MFVF31818,MFVF31819,MFVF31821,MFVF31822,MFVF31823,MFVF31824,MFVF31836,MFVF31838,MFVF31839,MFVF31841,MFVF31844,MFVF31845,MFVS11801,MFVS11802,MFVS11803,MFVS11804,MFVS11806,MFVS11807,MFVS11808,MFVS11809,MFVS11815,MFVS11817,MFVS11818,MFVS11819,MFVS11821,MFVS11822,MFVS11823,MFVS11824,MFVS11825,MFVS11829,MFVS11836,MFVS11837,MFVS11838,MFVS11839,MFVS11841,MFVS11842,MFVS11844,MFVS11845,MFVS21801,MFVS21802,MFVS21803,MFVS21804,MFVS21806,MFVS21807,MFVS21808,MFVS21809,MFVS21815,MFVS21817,MFVS21818,MFVS21819,MFVS21821,MFVS21822,MFVS21823,MFVS21824,MFVS21825,MFVS21829,MFVS21836,MFVS21837,MFVS21838,MFVS21839,MFVS21841,MFVS21842,MFVS21844,MFVS21845,MFVS31801,MFVS31802,MFVS31803,MFVS31804,MFVS31806,MFVS31807,MFVS31808,MFVS31809,MFVS31815,MFVS31817,MFVS31818,MFVS31819,MFVS31821,MFVS31822,MFVS31823,MFVS31824,MFVS31825,MFVS31836,MFVS31837,MFVS31838,MFVS31841,MFVS31842,MFVS31844,MFVS31845
ZP_03615711,0.425468037,0.425468037,13.55596004,0,40.92437353,24.98226406,38.44756362,0,187.5911076,76.54867567,1.505027158,147.0590533,70.24194911,106.6352828,122.3362285,7.35157012,11.44827925,10.26093871,11.24972309,49.51264042,26.93453078,72.41059441,172.1542687,183.9247873,90.15040996,180.6976106,86.86702338,12.79461135,0,0,5.721428105,22.10536116,5.095708467,0,131.8756114,90.98781041,8.516530809,88.27052204,88.33777713,97.26580374,35.60546602,1.592555524,21.55645058,2.196971535,112.2626473,107.2249003,217.7922187,43.47474832,84.67859387,1.626786454,0.865502019,117.3744545,109.5957844,0,13.22698586,82.54558453,19.02639068,152.6406531,129.8860765,58.56711968,43.16429532,17.39224327,135.4792818,59.47256142,159.2002792,237.9897737,165.8843755,12.69703601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZP_03486481,14.31246576,14.31246576,28.4392745,54.12950729,69.29220725,65.70272511,113.474764,48.4750546,54.95731168,55.3417893,53.79238461,44.13876666,73.50873584,27.61213348,45.77637717,74.19059944,93.66861551,40.26997914,52.0093326,24.9841964,152.9762682,47.87859446,48.9257647,61.50578531,44.01527296,27.52081539,27.72259729,54.65972157,46.80430721,73.37539896,32.39303149,120.8287231,68.56651655,60.15147808,56.60870697,52.49643281,56.94221353,43.27138562,42.42480657,42.2148176,61.3909958,130.2658203,94.72065464,81.92534495,76.16865348,23.56944161,44.22987541,93.55354444,58.87734426,62.09737248,76.8310399,12.71684082,47.48342591,45.92591515,81.00376492,61.1214039,71.39174621,61.67527709,52.20001628,63.67663387,26.88923315,80.29705251,12.29591858,72.23332956,48.77842029,58.00734979,27.71903817,56.8996194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZP_03747370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.75734702,70.75734702,0,0,112.4151493,0,0,65.12850179,0,7.921955681,0,41.88625536,16.05293101,47.0891414,81.21657107,26.53611746,30.30622623,73.25365638,63.17323719,142.1316904,152.3295329,10.78917647,18.01418148,80.61290848,70.19531092,151.1890805,51.63184512,52.52727738,0,4.69472552,149.0835617,60.02134359,7.330842137,9.808076501,87.79201545,15.57225483,14.15444034,150.3515564,13.96201104,39.59621223,32.40390719,26.40305853,17.20761915,32.1080165,17.80122413,33.59539082,55.29208875,0,60.23515806,87.63489201,52.69978609,119.0675096,24.38087659,6.267703913,6.886080607,0.94773385,47.83043765,5.954143804,0,61.7675324,14.3782982,44.74170129,14.94794453,14.12434033,45.38720977,1.245827636,6.495363517,18.28175958,26.79873799,123.9307994,55.48721175,232.2018717,0,29.72921282,137.7862494,76.76340903
ZP_02206446,21.22021833,21.22021833,20.52457075,21.8379626,52.96292954,36.56090991,126.2517134,51.10826745,26.65709297,39.63815046,71.93559495,33.76472805,95.24906458,26.31781472,38.97178057,41.79510826,36.26581328,29.22084654,35.29354993,37.4762946,132.5082719,32.09970728,36.78046044,38.84494168,38.66549036,22.5641094,25.07955306,15.64434678,16.73296844,22.12908858,38.08568441,55.79937561,80.66360912,60.24787468,57.75483396,50.2773807,95.35472888,31.42326813,63.48712209,25.71148261,33.71136215,125.8317933,33.98799961,44.68026994,102.6055236,22.02414121,60.13034418,28.4114433,56.47040881,18.74057995,31.86129308,29.53559365,36.74312719,85.54139921,76.56009105,57.33163431,34.28637037,70.70552964,46.16732859,22.81621776,30.67053156,32.17608992,31.64390811,68.65937527,86.55952401,30.20376908,25.98659828,35.31700514,0,0,0,0,0,0,0,12.52471188,0,6.337564545,0,0,0,0,0,6.634029365,0,0,0,0,0,0,0,0,3.828835141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.199423852,0,0,0,10.9543615,4.790889644,0,0,0,0,0,0,0,0,0,0,13.15932391,0,0,0,0,0,1.088199975,0,0,0,0,0,0,0,0
ZP_03989103,20.62459427,20.62459427,17.35577813,31.76430923,18.56312974,22.45756137,32.44286452,24.22664626,23.45824182,17.34169083,63.45940392,16.63482203,27.75322395,9.94541305,17.96750922,59.80277885,27.30602411,14.10798913,74.67817838,10.00787413,69.42145752,66.03151585,31.7649431,21.53267277,18.20793091,3.69230881,15.85114609,30.8709123,11.48014738,32.76071698,26.90947087,32.80072661,23.28924068,25.41364896,36.10828535,11.95406254,51.53198427,13.10703163,24.72354722,13.84464448,14.00991674,52.90179894,12.01595946,68.64093925,50.86277243,18.09983968,18.69665511,34.17320453,30.28867381,46.39890745,72.20104775,5.876721892,8.050941623,42.93270983,14.39332139,25.30325796,24.74373022,15.94486926,23.47076899,19.85743016,18.63912753,8.023128916,5.127718332,49.7356846,22.06864321,30.34338589,8.268463089,52.51807827,0,0,12.23783535,0,3.671623829,0,7.538495023,3.489289234,0,21.88411217,0,23.72223773,29.94036399,6.048399981,0,16.8866202,2.932860603,3.7977126,4.585154312,38.43401072,0,66.68090737,32.72664349,12.20248873,25.51621073,0.870904842,1.665543391,29.82477569,3.622818038,2.942808152,6.975250619,8.204601408,2.128309008,0.379667477,0,35.27732215,8.218707297,3.745289026,1.125968633,6.214948,2.090574657,0,0,0,0,17.29029645,0,0,11.65841769,2.120199,16.54332128,51.82767056,0,4.426604181,2.498980866,0,0,0,0,10.25389866,7.695130269,3.90727726,2.399999892,4.993453654,15.03250694,0,7.44912343,4.498398503,0,16.86331112,17.62790207,0,40.62151606,18.92556457,2.174046713,80.96089617
YP_002559372,35.67456995,35.67456995,14.48503586,30.41282617,27.9657585,26.63662061,27.41561929,27.11811949,26.88281376,27.45614465,57.12848879,4.262027384,14.4207946,11.58016036,12.04351431,19.69642522,36.65355954,31.46703117,19.8648281,4.242493367,71.79186923,2.792295013,13.99619737,9.985030113,11.0157695,5.683646658,10.46342814,45.77405813,2.130991441,13.0849372,19.64450147,36.620854,56.98101112,18.82665806,43.96592242,23.70940026,75.85418058,5.832546432,14.78276889,16.22773902,12.98610084,23.55835716,15.08916789,50.33469895,57.49629444,0.822140673,10.03304841,68.18746391,10.91305073,66.31802855,31.04888249,12.43143616,8.195133583,32.00054155,18.61614206,41.15765326,5.038773542,4.026302628,21.20306184,40.66840422,10.82373088,23.81839809,5.110196342,4.11791535,36.00170728,27.59961213,4.917021853,33.51437508,0,0,0,0,0,0,0,8.499894054,0,8.98913289,0,1.803879532,24.54044278,9.341057358,3.1661798,0,0,9.398188274,0,0,0,0,5.769122808,0,77.46996235,0,0,5.376005743,0,0,0.770789634,0,0,14.73150189,0,0,0,0,44.13295887,10.00617039,0.921438119,0,0,25.70684248,0,11.15951243,0,3.463606933,0,14.51126839,2.724676575,0,1.85741781,9.014748262,0,0,0,0,15.98866508,1.46423898,5.490991002,0,0,0,3.851526025,42.14195042,1.517855541,0,0,3.269901288,0,0,0,0,0,0
AAA98484,27.47884475,27.47884475,20.53888688,8.001498548,4.549984518,2.08562396,0,9.523279649,5.934100697,13.43466957,1.554104131,0.766303914,0,0.897453187,0.242060749,4.788162415,0.148402305,3.751861411,0,1.629404113,0,0,0.609200173,0.494315271,0.320938853,0.392419294,1.03849081,157.0131426,44.92954971,0.53170579,3.463441831,0.451051448,23.37878819,2.84998642,19.55998953,3.760485148,5.899244268,2.798212438,0,0.200647021,5.878073761,17.6074953,1.649395677,0,0.336687526,0,3.940488844,9.122068751,0.342244902,307.3735201,2.144939787,22.13242188,32.28569097,28.82373234,16.80707052,2.439073736,11.7922597,0,11.22515039,20.78578127,12.80028465,0,0.314473621,0,0.15077955,0,0.652966473,0,25.17059775,25.17059775,46.73434225,38.39707815,2.299400782,16.82593641,0,3.366325723,0,31.31207779,0,4.635633004,11.67485892,5.062548008,4.888169477,7.027351264,16.53066885,11.68501295,8.614532344,27.15649123,0,4.690946292,4.912958587,4.217136575,5.221138829,7.96780398,15.30588294,9.247182959,0,32.23216691,1.232095551,25.86665069,19.6454979,7.784433839,41.31516537,18.09582181,15.10552922,12.4998052,2.023479861,35.24959245,5.678155014,0,0,0,0,14.14193329,0,11.07304641,7.30123128,0,27.74171276,2.466300543,4.7280109,0,38.10479388,7.0574331,4.749959471,7.883945353,0,25.348147,51.05337767,11.07879839,5.287909231,1.426701044,3.482394611,1.949991082,28.00231533,7.609872748,19.68418502,19.10395722,26.17183374,0,18.31651449,30.37314992,32.08461385,1.938469925
NP_755678,592.6115186,592.6115186,42.53508327,6.383404451,4.908519884,0,8.977899616,1.825295266,0,1.926854536,0,0,7.138983144,0,17.55871432,26.02147365,1.706626507,36.87727028,45.8075725,0,0.922637172,0,0,2.76943299,0.832795177,0,2.388528863,2.554048431,36.60336846,1.881420486,30.00755565,0.774543097,0,0,20.88838799,9.817476704,3.015169293,8.957764218,8.035467717,0,23.70908986,43.86265425,4.502683709,8.300543618,0,0,0,0.806952236,0,0,3.004290663,2.229101407,0,13.29730084,0.955011531,3.153476991,0,4.216191392,0,142.1883978,5.041731216,1.83863371,0,0,0,3.93790992,10.85154653,1.509273724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YP_195816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607945621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157021911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.64148516,0,0,0,3.739844229,48.92321831,28.47364187,86.58626172,70.76297989,0,28.02507308,72.93637385,17.35810696,0,10.38049554,10.29381799,0,39.11710361,0,11.67863163,1.324701074,0,2.012025223,2.769281429,9.429410912,47.45054183,115.828713,0,8.342279371,0,5.85127099,7.293287154,2.05694609,14.91608426,0,36.8734696,75.79901155,23.30342067,3.432256378,15.07966057,0,0,0,0,4.844518924,1.919598238,0,22.53626381,0.473866925,3.416459832,15.56196676,11.09658435,7.021944207,0,5.765037141,2.135420647,294.0906418,9.93098039,17.06783861,12.37212098,26.87853938,12.54861541,6.747343524,0,8.795525442,0,2.576016986,6.535316179,15.1016038
P06571,8.536205742,8.536205742,0,14.74929061,4.642992332,0,0,0,0,0,3.375859528,54.44195015,64.95311669,45.08348965,81.74353067,1.741462844,3.3157315,23.01141665,0,0,0,0.212933382,0.889625649,79.29902341,0,0.250712327,44.47213263,30.48428566,0,8.20135081,9.241379306,0,0.730287819,0.214214666,0,0,2.476746205,68.56785959,109.2924768,36.3696613,16.83274817,2.325131064,3.701514948,0,1.106259015,0,0.580969509,40.57389998,0,22.90515327,22.17076155,2.547544466,0,0,0,4.246787727,9.303788706,171.252325,78.63173301,80.17365406,8.739000774,4.062504959,0,0,0.726613831,102.8407053,0,26.81476316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAC77251,97.6534238,97.6534238,0.772689722,5.241111023,12.25166563,0,0,0,1.02363237,4.932747613,22.01854732,5.228086925,8.596838649,15.8526131,19.15184645,31.45081896,6.553445787,14.57389721,10.26721453,1.87381473,6.716798613,17.78419603,3.923249113,18.79716202,2.020916296,1.083077251,4.585975416,136.7249337,0.292826948,0.978338653,12.2322257,0.537016547,0,0,1.621188322,4.331589722,36.18203151,12.71718146,2.593516477,16.24438286,44.07519805,66.084684,0.906346656,3.506979679,6.814555531,14.37735938,1.115461457,55.94868834,3.011755136,174.4747993,0.986672302,16.04953013,0,0.570275995,0.331070664,1.380890977,7.089366426,12.27754933,5.450434132,10.52230278,18.28467854,0,2.025210119,2.359428703,7.768162411,15.39880295,1.484948473,11.77233505,0,0,0,0,0,0,0,0,0,0,0,1.675450214,0,0,2.953329857,4.245778794,0,0,0,0,0,0,0,0,0,0,4.130547609,9.399618058,0,0,0,1.548937899,0,1.255433792,4.389600772,0,13.58826273,0,0,0,0,0,0,0,0,0,0,0,0,3.50539568,0,2.893792638,0,1.67138771,0,0,0,0,0,0,0,0,3.587506687,0,0,0,0,0,0,1.321928527,0,0,0,0,0,6.823414136
YP_001965484,13.25758403,13.25758403,31.29393375,15.83252288,5.955670792,1.264809856,12.20994348,8.213828697,3.554279063,12.52455449,41.55285919,6.970782566,25.79051595,5.779598527,2.672350667,34.37647654,14.22188756,15.1390899,8.624460201,4.497155352,17.59161541,31.27565509,7.846498227,5.76042062,1.255227513,0.564102735,4.777057725,25.44369932,12.2987318,13.69674114,11.76175548,2.685082736,18.12441588,13.26417209,11.14566971,5.478945332,10.17619636,10.94269102,38.27237856,12.18328714,11.94345402,35.78472261,11.80138875,24.27909008,7.743813104,3.523862593,3.776301808,36.64639086,1.309458755,17.05392775,40.78245514,6.687304222,5.652788799,8.269001924,7.283554608,7.940123117,5.27482621,2.192419524,10.0402734,17.28664028,24.78851181,41.1853951,0.90411166,19.17035821,10.26507176,9.829023159,0.464046398,26.94556689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAA30357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.093890751,190.6102349,0,85.5855312,0,0,0,1.675450214,0,37.67131312,79.98601697,22.11343122,0,0,0,2.681730008,0,0,14.41134519,7.903226321,6.381391902,0,2.86843584,0,0,0,13.55305106,12.90781583,7.330842137,136.0053275,0,0,0,3.378686661,18.61601472,5.759449051,36.00434132,0,0,0,0,1.399807951,0,0,0,0,0,0,3.657131489,0,6.886080607,0,0,4.961786504,0,4.475908145,0,0,33.63287519,2.092494864,0,24.91655272,21.3419087,22.85219947,0,0,0,5.805046792,12.29494931,0,2.396282599,0
ZP_01786164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.59541468,78.19907071,0,21.09425159,35.80933776,9.7500993,41.90105067,0,0,27.75780967,15.54384135,18.4599078,0,0,0,0,0,0,0,0,60.4552917,11.36760004,0,2.182573852,15.76243638,3.674133016,11.41309563,38.72344748,14.66168427,20.92389653,4.771305187,0,73.84925397,2.133907365,9.797902487,2.999713047,10.8013024,0,18.77194816,11.2659707,0,0,0,0,0,32.28653916,7.370599453,3.014367331,8.020025194,0,0,0,26.43261028,21.65143202,14.34020131,28.64581213,0,6.579661954,22.4219168,6.607878519,4.107439798,16.09992637,1.953492787,16.89075613,7.444093887,0,2.595892947,6.309833469,0,2.594549483,6.306006839,15.71180887
YP_001969930,50.22269158,50.22269158,23.1889293,5.976705553,9.817877041,0,0,5.526070664,0,2.907184037,1.659561197,0,1.860787586,0.933778674,11.07200425,38.90187568,3.234948752,4.625833026,3.879442409,0.20975538,4.997618015,0,3.363482049,0.199460548,3.420260789,0,1.43670909,12.55422811,27.29253294,2.382442909,14.26541274,0,0,2.395906055,0,1.164095496,2.085117073,0.429591901,1.672406458,1.058299891,34.37470482,9.571377544,2.072785273,4.234135384,2.028141527,0,6.429684939,15.80950576,2.929879064,9.090579824,12.27642643,9.413707122,0,3.400199689,0,6.633944525,0.824935227,1.085015161,1.024517694,33.41387348,0.240082439,4.921318089,1.506852767,0,3.843871746,6.466462605,0,1.529297256,0,0,0,0,0,0,0,0,0,0,0,3.241198331,0,0,0,0,0,2.753896856,0,5.180484835,0,0,0,0,40.8073219,0,0,0,0,0,0,0,0,0,0,0,19.73774837,3.790074275,0,0,0,0,0,4.792241269,0,0,0,0,0,0,0,0,0,0,0,0,1.888043592,0,0,1.442979342,0,0,86.32517646,0,6.624404787,0,0,0,0,3.08934593,0,0,0,1.658243513,0,2.899202827
ABF69686,1.8655137,1.8655137,8.915650641,6.047435796,11.78044772,1.824244985,22.79005287,6.739551751,3.937047578,0,4.949223924,0,4.508831459,0,0,29.53788901,6.30139018,22.12636217,14.21614319,8.648375678,25.83384082,8.844925083,9.700341214,6.996462291,8.327951769,0,2.204795873,8.065416099,3.378772473,11.28852292,10.85700506,6.196344776,4.826027896,8.898147645,11.22361146,3.569991529,8.349699579,8.531204018,6.650042248,8.51978122,5.334545219,30.8710763,1.742974339,17.11987121,8.935168966,4.87919436,11.26187048,3.227808943,1.73755104,5.676233349,11.38468041,2.057632068,3.478639261,11.51518836,11.46013837,7.966678713,3.895256278,6.071315604,13.23992097,6.504170673,12.4104153,5.091601043,0,10.88967094,8.002914572,5.670590284,0,4.527821172,0,0,0,0,0,0,0,0,0,0,0,9.666058929,0,0,0,0,0,0,0,0,0,0,33.25695043,0,17.67154681,0,0,6.379831261,0,0,12.51050867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24898748,0,0,0,0,0,0,0,0,0,0,4.282657264,0,0,0,0,0,0,0,0,9.841462696
YP_002937728,3.674496681,3.674496681,1.207327691,4.003626476,36.15942981,10.06098749,43.2061419,12.47285098,2.487995344,24.0856817,7.148879001,14.15940209,5.698661983,8.772604908,5.061270204,5.402492687,5.585323114,10.45973484,6.066990401,2.342268413,26.98713728,0.638800145,0,11.36925122,0,3.948719144,7.382725576,0,0.332757895,9.264570576,33.32497386,18.18024769,12.78003684,22.65320088,1.842259457,20.62661772,14.07079003,12.43487616,3.274642016,4.038021307,3.152231266,1.6721833,1.716565637,2.248063897,20.81149772,7.368076331,2.535139676,3.814683296,0,1.024875466,11.64821467,5.67407631,15.07410346,27.028706,22.0713776,7.453672887,20.39599468,12.05830738,3.585811929,2.348728298,1.260432804,0.459658427,2.410964428,3.686607349,2.522130653,5.119282895,15.77757753,6.812693893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NP_414593,170.6945035,170.6945035,12.25901963,2.015811932,3.534134316,0,10.35911494,0,0,1.778634957,0,2.010802663,2.25441573,2.858043228,12.84783975,5.274623037,0.787673773,11.06318108,17.77017899,0,0,0,0,0,1.665590354,0,0,0,10.13631742,0,6.333252951,2.323629291,0,0,0,7.139983057,0,0.853120402,2.493765843,2.129945305,13.33636305,6.945992168,0.871487169,1.556351928,0,0,0,0,0,0,0,0,0,4.11256727,2.865034592,0,1.947628139,4.047543736,0,42.27710937,0,0.848600174,0,0,0,0.945098381,5.996907296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAA22905,7.207428543,7.207428543,108.1867281,0,6.287038941,2.662757592,12.64466283,0,0,0,0.28595516,0,0,0,0,0,0,55.14665816,77.98760001,0,7.449081168,0,0,0.598381643,0,0,0.191082309,8.064284111,31.63301632,0,1.403156794,0.134254137,16.26794737,0,0,0,4.418016479,1.323084974,0.144084249,8.034751569,1.070652584,0,0,58.2840145,32.27132219,0,0,9.997147206,0,8.285309028,0,0,0,0,0,0,0.666293837,0,0,11.36290027,0,0,1.576009379,0,0,2.103755834,0,3.765770334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NP_418504,160.0610754,160.0610754,8.915650641,0.727932087,0,0,1.197053282,0.561629313,0,0,0,0,2.664309499,0,9.353227336,1.406566143,1.050231697,11.50570833,8.898252589,0,0,0,0,0.473718801,0,0,0,0,13.66525756,2.844007712,3.015834739,1.220492153,0,0,2.701980536,0,0,2.274987738,1.729010985,0.643936953,9.106445878,15.95005609,1.5735185,0.843023961,0,0,0,0,0,0,0.986672302,0,0,3.801839965,3.762166636,0,1.012766632,1.052361371,0,31.56690833,0,0,0.482192886,0,0,1.890196761,0,0.456292056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YP_002382193,114.3533988,114.3533988,12.73328271,1.397629606,3.675499689,0.638992479,11.59645367,0,4.094529481,0.6230163,0,0.530069924,3.142405037,8.923975345,4.778682617,3.718023172,1.10930723,23.0273968,8.590236153,0,0,0,0,7.592133317,7.650611692,1.083077251,5.732469271,0.145625568,4.752337339,1.50827209,4.286506442,0,0.557674335,0,4.390718372,1.237597063,0,1.528033431,2.455435738,4.807168223,4.706748277,7.770078399,2.146279234,1.781590638,0,0,0,0.839230325,0.614900007,0,1.349822524,12.66129599,3.617784831,3.053352722,0.993211992,0.172611372,0.168794439,10.02666529,0.860594863,13.81052239,5.260206235,1.20124069,0,0,0,5.132934316,4.479594561,10.73680558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZP_03552050,4.526979911,4.526979911,0,2.445851811,6.125832815,16.7587306,9.696131586,5.548897609,5.118161851,1.541483629,7.434834161,0,3.516888538,5.614467141,7.571660224,9.508387129,7.09956627,7.670472218,12.73134601,0,3.19847553,5.825857321,0,16.97808183,0,0,8.789786215,9.786038201,0,0,6.586583069,12.61988886,21.19162472,0,8.754416938,2.165794861,14.23159906,0,0.576336995,7.014619871,19.72596276,33.17611667,0,12.13954504,0.929257572,5.356271142,0.557730729,25.17690975,0,8.526963875,0.657781535,6.063155828,1.205928277,10.5501059,0,0,0,3.507871238,0,7.891727083,5.646738962,0,0.289315731,1.651600092,0,10.81192548,0,9.417868038,0,0,0,0,0,0,0,12.02372341,0,0,0,0,0,0,0,4.245778794,0,0,0,0,0,0,0,0,0,0,2.753698406,0,0,0,0,0,0,6.27716896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.734369275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZP_04405450,34.64525442,34.64525442,10.34852307,0,2.268826968,0,0,1.622484681,0,0.856379794,0.634515888,0.154677128,0,0,1.964963726,3.918291399,0,0,1.140801614,0.332629834,7.1077234,0,4.503729849,0,5.155398714,0,0,0.499287663,18.30168423,0,0.695961863,0,0,2.203350845,0,0.45499892,3.876646233,1.056244307,0,0.659268785,5.13696947,1.96727447,0,1.926911911,3.871906552,0,1.991895459,0,1.202919951,1.822000828,0,8.91640563,0,0.759243188,0.293849702,3.698815117,1.875493764,0,0,24.82941344,0,0,0.850928622,0,1.981674084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.991875383,0,0,2.62129869,0,0,9.288291172,0,0,0,0,10.29381799,0,54.69764487,0,0,0,0,0,0,0,0,0,0,0,39.96547862,9.009831095,0,0,0.766956383,0,0,5.6996479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.46888136,3.692637996,12.5639335,0,0,0,0,0,0,0,0,0,0,0
YP_403947,144.4077196,144.4077196,10.53667803,0.397053865,0.928156487,0.718641964,5.305122501,0,0,0,0,0,2.664309499,0.750597211,7.591905305,1.662305442,0.930887186,3.486578281,9.333831387,0,0,0,0,0.344522764,0,0,0,0,3.660336846,0,1.782084164,0,0,0,1.473807565,0,0.274106299,1.68038867,0.982392605,0.839069363,6.304462531,12.46536642,2.403191891,1.226216671,0,0,0,0.635780549,0,0,1.121218525,0.405291165,0,2.268143161,0,1.176895719,0,2.391730389,0,22.63319997,0.611118935,0,0,0,0,2.2338689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
