group	low	low	high	high	high	low	low	high	high	low	high	high	high	high	low	low	low	high	high	high	low	high	high	high	low	high
g_GCA-900066575	0.00E+00	0.00E+00	2.00E-04	5.00E-04	1.00E-04	4.00E-04	1.00E-04	3.00E-04	4.00E-04	0.00E+00	0.00E+00	1.00E-04	4.00E-04	3.00E-04	2.00E-04	3.00E-04	2.00E-04	0.00E+00	3.00E-04	3.00E-04	2.00E-04	4.00E-04	5.00E-04	1.00E-04	0.00E+00	1.00E-04
g_GCA-900066755	0.00E+00	2.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
g_Gemella	0	0	0	0	0.0001	0.0001	0	0.0001	0	0	0	0	0.0001	0	0	0	0.0063	0.0001	0	0	0	0.0001	0.0004	0	0	0
g_Haemophilus	0.0004	0.0001	0.0001	0.0001	0.0001	0.0004	0.0003	0.0004	0.0004	0.0002	0.0008	0.0006	0.0084	0.0026	0.0004	0.0008	0.0009	0.0004	0.0023	0.0003	0	0.0052	0.0005	0.0017	0.0064	0.0029
g_Halomonas	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
g_Holdemanella	0.0005	0.0002	0.0008	0.003	0.0143	0.01	0.0057	0.0015	0.0094	0.0008	0.006	0.0004	0.0015	0.0034	0.0017	0.0047	0.0025	0.0076	0.004	0.0007	0.0052	0.0002	0.0097	0.0121	0.0081	0.0059
g_Holdemania	0.00E+00	4.00E-04	6.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E-04	0.00E+00	1.00E-04	0.00E+00	0.00E+00	0.00E+00	2.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E-04	1.00E-04	4.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00
g_Howardella	0	0	0	0	0	0.0002	0.0002	0	0	0	0.0001	0	0	0.0003	0.0004	0.0005	0.0002	0.0014	0.0003	0.0002	0	0.0007	0	0.0005	0.0001	0.0001
g_Hungatella	0.0007	0.0014	0.0003	0.0015	0.0005	0	0	0	0	0.0003	0	0.0046	0	0	0.0009	0.0005	0.0002	0	0	0.0001	0	0.0001	0	0	0	0
g_Hydrogenoanaerobacterium	1.00E-04	1.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
g_Intestinibacter	1.00E-04	0.00E+00	3.00E-04	0.00E+00	6.00E-04	0.00E+00	5.00E-04	0.00E+00	0.00E+00	5.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E-04	2.00E-04	0.00E+00	3.00E-04	0.00E+00	0.00E+00	8.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00
g_Intestinimonas	0.00E+00	6.00E-04	1.00E-03	0.00E+00	2.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E-04	0.00E+00	0.00E+00	1.00E-04	1.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
g_Lachnoclostridium	0.0016	0.0095	0.0036	0.0033	0.0007	0.0036	0.002	0.0003	0.0012	0.003	0.0011	0.002	0.0002	0.0009	0.0089	0.0012	0.0003	0.0018	0.0031	0.0033	0.0004	0.0028	0.002	0.0004	0.0014	0.0001
g_Lachnospira	0.0022	0.0018	0.0005	0.0056	0.0045	0.0032	0.013	0.0021	0.0002	0.0036	0.0054	0.0061	0.0034	0.0006	0.0003	0.0014	0.0018	0.0011	0.007	0.0015	0.0002	0.0004	0.0036	0.005	0.0053	0.0062
g_Lachnospiraceae	0.0029	0.0023	0.0062	0.0132	0.009	0.0117	0.0067	0.0039	0.0067	0.013	0.0035	0.0066	0.0031	0.0068	0.0061	0.0169	0.0055	0.0154	0.0037	0.0131	0.0087	0.019	0.0165	0.0217	0.0078	0.0036
g_Lactobacillus	0.0005	0.0051	0.0007	0.0008	0.0141	0.0019	0.065	0.002	0.014	0.0006	0.0034	0.0039	0.0007	0.0063	0.003	0.0078	0.0038	0.0195	0.0007	0.0015	0.0009	0.0009	0.0146	0.0017	0.0011	0.0084
g_Lawsonella	0.00E+00	0.00E+00	1.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
g_Leptotrichia	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00
g_Libanicoccus	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.00E-04	2.00E-04	0.00E+00	0.00E+00	0.00E+00	1.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
g_Mailhella	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0.0001	0.0002	0	0	0.0001	0	0.0001	0.0039	0.0001	0	0
g_Marvinbryantia	0.0001	0	0.0001	0.0003	0	0	0	0	0.0002	0.0003	0	0	0	0.0001	0	0.0001	0	0	0	0	0.0002	0.0011	0.0006	0	0	0
g_Megamonas	0.0001	0.0003	0.0028	0.0004	0.0005	0.0007	0.0008	0.0003	0.0004	0.0061	0.0146	0.0135	0.0005	0.006	0.0011	0.0008	0.0002	0.0003	0.0099	0.0113	0.0007	0.0249	0.0103	0.0006	0.0004	0.0008
g_Megasphaera	0.0002	0.0003	0.0018	0.0007	0.0007	0.0007	0.0007	0.026	0.0009	0.0012	0.0008	0.0674	0.0216	0.001	0.0576	0.0004	0.0194	0.0006	0.0005	0.0011	0.0008	0.0007	0.0013	0.0007	0.0011	0.04
g_metagenome	0.0005	0.0035	0.0012	0.0005	0.0199	0.0271	0.0013	0.0089	0.0004	0.0034	0.002	0.009	0.0087	0.014	0.0101	0.0286	0.0011	0.004	0.004	0.0164	0.0155	0.0034	0.0116	0.0035	0.0014	0.007
g_Methanobrevibacter	0.0011	0.0537	0	0.0003	0	0.0006	0	0.0002	0.0001	0	0.0001	0	0.0001	0	0.0004	0.0003	0	0.0165	0.0002	0.0009	0.0043	0	0.0006	0.0022	0.0001	0.0008
g_Mitsuokella	0.0004	0.0001	0.0003	0	0.0006	0.0177	0.0005	0.0005	0	0.0008	0.0004	0.0006	0.0102	0	0.0362	0.006	0	0.0004	0	0.0011	0.0004	0.0001	0.001	0.0002	0.0007	0.0116
g_Mogibacterium	0.00E+00	3.00E-04	0.00E+00	0.00E+00	2.00E-04	1.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00
g_Moryella	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E-04	3.00E-04	1.00E-04	0.00E+00	2.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
g_Murdochiella	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E-04	1.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
g_Mycoplasma	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E-04	0.00E+00	0.00E+00	0.00E+00
g_Negativibacillus	2.00E-04	0.00E+00	5.00E-04	1.00E-03	0.00E+00	2.00E-04	0.00E+00	0.00E+00	1.00E-04	3.00E-04	0.00E+00	0.00E+00	4.00E-04	0.00E+00	0.00E+00	1.00E-04	1.00E-03	0.00E+00	0.00E+00	0.00E+00	2.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E-04
g_Negativicoccus	0.00E+00	1.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
g_Neisseria	2.00E-04	0.00E+00	1.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E-04	1.00E-04	4.00E-04	3.00E-04	0.00E+00	1.00E-04	1.00E-04	0.00E+00	1.00E-04	0.00E+00	1.00E-04	0.00E+00	3.00E-04	0.00E+00	0.00E+00	2.00E-04	3.00E-04	3.00E-04	4.00E-04
g_Oceanivirga	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
g_Odoribacter	0.002	0.0123	0.0027	0.0012	0.0013	0.0001	0.0016	0.0001	0.0007	0.0021	0.0004	0.0005	0.0004	0.0005	0.001	0.0006	0.002	0.0002	0.0002	0.0019	0	0.0031	0	0.0001	0.0002	0.0001
g_Olsenella	0.00E+00	0.00E+00	0.00E+00	1.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E-04	7.00E-04	2.00E-04	0.00E+00	0.00E+00	0.00E+00	4.00E-04	1.00E-04	0.00E+00	3.00E-04	0.00E+00	0.00E+00	1.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E-04
g_organism	0.0017	0.0058	0.0005	0.0003	0.0002	0.0015	0.0013	0	0.0002	0.0003	0	0	0	0.0004	0	0.0004	0.0001	0.0024	0.0001	0.0004	0.0024	0.0001	0.0003	0.0027	0.0001	0.0004
g_Oribacterium	0	0	0	0	0	0.0008	0	0	0	0	0	0	0	0	0	0	0.0004	0.0002	0	0	0.0013	0	0	0.0008	0	0
g_Oscillibacter	0	0.0015	0.0026	0.0007	0.0004	0.0004	0.001	0.0005	0.0005	0.0006	0.0002	0.0005	0.0003	0	0.0001	0.0004	0	0.0008	0.0001	0.0006	0.0003	0.0007	0.0001	0	0.0001	0.0002
g_Oxalobacter	6.00E-04	2.00E-04	0.00E+00	7.00E-04	2.00E-04	0.00E+00	1.00E-04	2.00E-04	4.00E-04	2.00E-04	0.00E+00	1.00E-04	1.00E-04	0.00E+00	6.00E-04	0.00E+00	1.00E-04	5.00E-04	5.00E-04	3.00E-04	0.00E+00	0.00E+00	3.00E-04	1.00E-04	0.00E+00	0.00E+00
g_Parabacteroides	0.0392	0.0258	0.0261	0.0257	0.0077	0.0078	0.0262	0.0008	0.0025	0.0364	0.0047	0.0154	0.0034	0.0056	0.0072	0.0146	0.0065	0.0025	0.0016	0.0132	0.0023	0.0113	0.0031	0.0024	0.0016	0.0023
g_Paraprevotella	0.0008	0.0005	0.0003	0.0015	0.0001	0.0001	0.0002	0.0001	0	0.0006	0.0012	0.0011	0.0001	0.0039	0.0005	0.0008	0.0008	0	0	0.0021	0	0	0.0002	0.0002	0	0
g_Parasutterella	0.0023	0.0019	0.0052	0.0156	0.0004	0	0.001	0.0004	0.0071	0.0011	0.0002	0.0013	0.0005	0.0006	0.0007	0.0006	0.0004	0.0001	0.0003	0.0007	0.0003	0.0054	0.0007	0.0003	0.0003	0.0006
g_Parvimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054	0.0001	0	0	0	0	0	0	0.0001	0
g_Peptococcus	0.0001	0.0001	0	0.0004	0	0.0017	0.0004	0	0.0003	0	0.0002	0.0007	0.0001	0.0006	0.0001	0.0002	0	0.0003	0.0002	0.0013	0.0001	0.0009	0.0003	0.0005	0.0004	0
g_Peptoniphilus	0.00E+00	0.00E+00	0.00E+00	1.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E-04	0.00E+00	0.00E+00	1.00E-04
g_Peptostreptococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0
g_Phascolarctobacterium	0.0003	0.0096	0.0069	0.0255	0.0001	0.0058	0.0023	0.0125	0.0002	0.0011	0.0077	0.0012	0.0105	0.035	0.0014	0.0001	0.0096	0.0034	0.0144	0.0274	0.0015	0.0115	0.0223	0.0025	0.0512	0.0009
g_Porphyromonadaceae	0.0001	0.0001	0.0007	0.0003	0.0003	0.0007	0.0007	0.0004	0.0001	0.0001	0.0001	0.0004	0.0003	0.0003	0.0534	0.0001	0.0038	0.0002	0.0074	0.0002	0.0085	0.0001	0.0012	0.0038	0.0018	0.0066
g_Porphyromonas	0.0003	0.0007	0.0016	0.0004	0.0005	0.0002	0.0006	0.0002	0.0002	0.0002	0.0002	0.0004	0.0001	0.0002	0.0006	0.0006	0.0512	0.0001	0.0003	0.0003	0.0005	0.0003	0.0001	0	0.0001	0.0012
g_Prevotella	0.0111	0.0453	0.0053	0.285	0.1888	0.1032	0.0088	0.41	0.4142	0.0051	0.5009	0.363	0.5388	0.5007	0.0642	0.0984	0.077	0.0765	0.4604	0.1607	0.4216	0.3836	0.3983	0.3882	0.4857	0.3468
g_Prevotellaceae	0	0.0001	0	0	0	0.0016	0	0	0	0	0	0.0001	0	0.0001	0	0	0.0001	0	0.0044	0	0.0147	0	0	0.0084	0.0019	0.004
g_Pseudoalteromonas	0.00E+00	0.00E+00	2.00E-04	0.00E+00	2.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E-04	0.00E+00	0.00E+00	0.00E+00	2.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00
g_Pseudomonas	0.0002	0.0002	0.0002	0	0	0.0016	0	0	0	0	0	0.0001	0.0001	0.0002	0.0001	0.0001	0.0003	0.0003	0.0002	0.0003	0	0	0	0.0002	0	0.0002
g_Pyramidobacter	0.0001	0.0042	0.0006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0.0002
g_Ralstonia	0.00E+00	0.00E+00	2.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
g_Rhodococcus	0.0024	0.0005	0.0005	0.0009	0.0002	0.0054	0.0006	0.0003	0	0.0001	0	0.0005	0	0.0002	0.0004	0.0002	0.0003	0.0068	0.0024	0.0039	0.0005	0.0009	0.0008	0.0034	0.0013	0.0064
g_Rikenellaceae	0.0178	0.0066	0.0024	0.0175	0.1152	0.0396	0.002	0.0059	0.006	0.0103	0.0038	0.0063	0.0114	0.0016	0.0247	0.0352	0.0068	0.0066	0.0115	0.0079	0.0116	0.0018	0.0005	0.0106	0.0055	0.0171
g_Romboutsia	0.002	0.001	0.0024	0.0005	0.0011	0.0001	0.0013	0.0006	0.0003	0.0006	0.0006	0.0009	0.0009	0.0019	0.0003	0.0016	0.0001	0	0.0008	0.001	0.0004	0.0011	0.0004	0.0007	0.0042	0.0015
g_Roseburia	0.004	0.001	0.0011	0.007	0.0027	0.0066	0.0304	0.0029	0.0026	0.0057	0.0044	0.0032	0.0116	0.0065	0.0031	0.0084	0.0051	0.0113	0.0025	0.0204	0.0018	0.0045	0.0039	0.006	0.0109	0.004
g_Rothia	0.00E+00	0.00E+00	5.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.00E-04	4.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E-04	0.00E+00	0.00E+00
g_rumen	0.0002	0	0.0001	0	0.0002	0	0.0001	0.0001	0	0.0144	0.0001	0.0001	0.0003	0	0.0003	0.0007	0.0002	0.0002	0.0006	0.0002	0.0021	0	0.0007	0.0003	0	0.0048
g_Ruminiclostridium	0.0021	0.003	0.0068	0.0022	0.0017	0.0038	0.0078	0.0008	0.0026	0.0061	0.0011	0.0025	0.0013	0.0018	0.0013	0.0026	0.0016	0.0012	0.0004	0.0038	0.0084	0.0054	0.0065	0.0011	0.0017	0.0017
g_Ruminococcaceae	0.0521	0.0307	0.1811	0.0695	0.0387	0.0941	0.0301	0.018	0.0397	0.0986	0.0149	0.0405	0.0139	0.0254	0.0617	0.0605	0.0163	0.0394	0.0176	0.0747	0.0719	0.0481	0.0358	0.0241	0.0142	0.0254
g_Ruminococcus	0.0082	0.0239	0.011	0.0125	0.0258	0.0289	0.0686	0.0092	0.0121	0.0133	0.0116	0.0152	0.0077	0.0129	0.0066	0.0231	0.0072	0.006	0.0117	0.0204	0.0193	0.0049	0.0214	0.0079	0.0073	0.0129
g_Sanguibacteroides	0	0	0	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g_Senegalimassilia	2.00E-04	0.00E+00	0.00E+00	0.00E+00	1.00E-04	1.00E-04	1.00E-04	0.00E+00	2.00E-04	1.00E-04	1.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E-04	0.00E+00	2.00E-04	0.00E+00	1.00E-04	1.00E-04
g_Shuttleworthia	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
g_Slackia	0.00E+00	0.00E+00	0.00E+00	1.00E-04	0.00E+00	5.00E-04	0.00E+00	0.00E+00	0.00E+00	1.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E-04	0.00E+00	0.00E+00	2.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E-04	0.00E+00	0.00E+00
g_Sneathia	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.00E-04
g_Solobacterium	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.00E-04	6.00E-04	2.00E-04	0.00E+00	0.00E+00	1.00E-04	0.00E+00	0.00E+00	2.00E-04	0.00E+00	3.00E-04	1.00E-04	9.00E-04	3.00E-04	3.00E-04	0.00E+00	1.00E-03	0.00E+00	0.00E+00	1.00E-03	5.00E-04	2.00E-04
g_Staphylococcus	0.00E+00	5.00E-04	0.00E+00	2.00E-04	3.00E-04	1.00E-04	1.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E-04	0.00E+00	2.00E-04	0.00E+00	1.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E-04
g_Stenotrophomonas	0.0004	0.0003	0.0003	0.0004	0	0.0004	0	0.0001	0	0	0	0	0	0	0.0003	0	0	0.0013	0.001	0.001	0.0006	0.0004	0.0004	0.0011	0.0013	0.0016
g_Streptococcus	0.0005	0.0003	0.0051	0.0006	0.0017	0.0005	0.001	0.0074	0.0009	0.0003	0.0008	0.0007	0.0021	0.0031	0.0009	0.0008	0.001	0.0001	0.001	0.0006	0.0003	0.0026	0.0011	0.0018	0.0009	0.0009
g_Subdoligranulum	0.0135	0.0033	0.0313	0.004	0.0014	0.0063	0.0016	0.0003	0.0018	0.0031	0.001	0.0021	0.0006	0.0011	0.0063	0.0018	0.0008	0.0027	0.0007	0.0054	0.001	0.0011	0.0017	0.0013	0.0013	0.0005
g_Succinivibrio	0.0035	0.0014	0.0014	0.0015	0.0016	0.0014	0.0012	0.3011	0.0008	0.0015	0.0013	0.0009	0.1461	0.0015	0.0047	0.3246	0.3236	0.16	0.2028	0.0019	0.0014	0.0012	0.0199	0.0842	0.0029	0.1034
g_Sutterella	0.0014	0.0005	0.0005	0.0004	0.0156	0.0009	0.0235	0.0055	0.0087	0.008	0.0216	0.0082	0.0033	0.0156	0.0076	0.0081	0.0083	0.011	0.0118	0.0212	0.006	0.0011	0.0187	0.0349	0.0241	0.0072
g_Synergistes	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E-04
g_Terrisporobacter	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
g_Thermoanaerobacterales	1.00E-04	1.00E-04	5.00E-04	0.00E+00	0.00E+00	0.00E+00	6.00E-04	0.00E+00	0.00E+00	1.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
g_Turicibacter	0	0	0	0	0.0001	0	0	0	0	0.0001	0	0	0.0019	0.0007	0	0	0	0	0.0007	0.0001	0	0.0002	0	0	0	0
g_Tyzzerella	0	0	0.0001	0.0024	0.0006	0	0.0004	0	0	0	0	0.0026	0	0.0001	0.0023	0	0	0	0	0	0.0003	0	0	0	0.0001	0
g_UBA1819	0.0012	0.0061	0.0014	0.0002	0.0004	0.0133	0.0001	0.0001	0.0002	0.0002	0.0003	0.0001	0	0.0001	0.0001	0.0004	0.0006	0.0001	0	0.0006	0.0001	0.0009	0.0001	0	0	0
g_Unassigned	0.0071	0.0037	0.0173	0.0307	0.0389	0.0214	0.0205	0.0201	0.0177	0.0188	0.0098	0.0496	0.0212	0.0286	0.0194	0.0442	0.0139	0.0117	0.009	0.0522	0.0174	0.044	0.0324	0.0515	0.0217	0.0252
g_uncultured	0.0038	0.0041	0.0115	0.0127	0.004	0.028	0.0046	0.0077	0.0042	0.0229	0.0034	0.0053	0.0032	0.0028	0.0104	0.0052	0.0067	0.0052	0.01	0.0132	0.0073	0.0025	0.0074	0.0141	0.0152	0.0112
g_Varibaculum	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
g_Veillonella	0.00E+00	0.00E+00	5.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.00E-04	0.00E+00	2.00E-04	1.00E-04	3.00E-04	3.00E-04	3.00E-04	4.00E-04	1.00E-04	6.00E-04	0.00E+00	3.00E-04	0.00E+00	3.00E-04	7.00E-04	2.00E-04	7.00E-04	8.00E-04	0.00E+00
g_Victivallis	0.0002	0.0005	0.0003	0.0011	0	0.0001	0.0008	0	0	0.0025	0	0.001	0	0	0	0.0003	0	0.0018	0	0.0002	0.0002	0.0002	0.0005	0.0001	0	0.0005
g_Weissella	1.00E-04	0.00E+00	0.00E+00	0.00E+00	1.00E-04	2.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E-04	0.00E+00
g_Xanthobacter	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.00E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00
